game_id,episode,act,rank,date,agent,map,outcome,round_wins,round_losses,kills,deaths,assists,kdr,avg_dmg_delta,headshot_pct,avg_dmg,acs,num_frag,role
417,7,2,Platinum 3,9/10/2023,Cypher,Bind,Win,13,11,25,17,7,1.4705882352941178,56,29,201,303,1,Sentinel
418,7,2,Platinum 3,9/10/2023,Cypher,Haven,Win,13,7,13,12,7,1.0833333333333333,-13,18,105,181,4,Sentinel
419,7,2,Platinum 3,9/10/2023,Killjoy,Split,Loss,5,13,14,15,2,0.9333333333333333,7,35,144,220,3,Sentinel
420,7,2,Platinum 3,9/10/2023,Killjoy,Ascent,Loss,10,13,19,15,5,1.2666666666666666,51,21,170,247,1,Sentinel
421,7,2,Platinum 3,9/11/2023,Cypher,Breeze,Win,13,5,21,6,5,3.5,119,41,208,311,1,Sentinel
422,7,2,Platinum 3,9/11/2023,Cypher,Sunset,Loss,2,13,6,14,1,0.42857142857142855,-67,35,99,138,4,Sentinel
423,7,2,Platinum 3,10/5/2023,Cypher,Breeze,Win,13,8,31,11,3,2.8181818181818183,126,25,266,381,1,Sentinel
424,7,2,Diamond 1,10/5/2023,Cypher,Sunset,Win,13,5,15,9,3,1.6666666666666667,61,28,154,246,3,Sentinel
425,7,2,Diamond 1,10/6/2023,Cypher,Bind,Win,13,8,13,14,5,0.9285714285714286,18,23,114,174,4,Sentinel
426,7,2,Diamond 1,10/18/2023,Killjoy,Split,Loss,10,13,19,14,3,1.3571428571428572,74,17,188,241,2,Sentinel
427,7,2,Platinum 3,10/19/2023,Cypher,Lotus,Loss,10,13,18,16,5,1.125,29,24,156,240,2,Sentinel
428,7,2,Platinum 3,10/19/2023,Cypher,Breeze,Loss,7,13,16,14,3,1.1428571428571428,20,20,137,221,1,Sentinel
429,7,2,Platinum 3,10/19/2023,Killjoy,Ascent,Win,14,12,17,16,6,1.0625,11,8,135,186,4,Sentinel
430,7,2,Diamond 1,10/20/2023,Cypher,Sunset,Loss,12,14,12,20,8,0.6,-36,14,105,149,5,Sentinel
431,7,2,Diamond 1,10/27/2023,Cypher,Bind,Win,13,9,20,13,4,1.5384615384615385,22,18,143,242,2,Sentinel
432,7,2,Diamond 1,10/27/2023,Killjoy,Haven,Win,13,11,17,16,4,1.0625,18,22,152,218,3,Sentinel
433,7,2,Placement,10/28/2023,Cypher,Lotus,Loss,13,15,23,20,2,1.15,-2,23,136,226,1,Sentinel
434,7,3,Diamond 1,10/31/2023,Killjoy,Ascent,Win,13,3,7,5,4,1.4,17,9,84,121,5,Sentinel
435,7,3,Diamond 1,11/2/2023,Cypher,Breeze,Loss,11,13,18,17,2,1.0588235294117647,19,20,146,209,2,Sentinel
436,7,3,Diamond 1,11/2/2023,Cypher,Sunset,Win,13,1,29,3,7,9.666666666666666,293,22,373,572,1,Sentinel
437,7,3,Diamond 1,11/3/2023,Cypher,Lotus,Win,13,7,18,11,8,1.6363636363636365,30,17,149,244,3,Sentinel
438,7,3,Diamond 1,11/3/2023,Cypher,Bind,Loss,10,13,16,16,5,1.0,-40,16,100,188,3,Sentinel
439,7,3,Diamond 1,11/4/2023,Killjoy,Haven,Win,13,7,7,13,2,0.5384615384615384,-29,15,84,109,5,Sentinel
440,7,3,Diamond 1,11/4/2023,Killjoy,Haven,Win,13,10,10,16,1,0.625,-33,13,96,137,5,Sentinel
441,7,3,Diamond 1,11/4/2023,Cypher,Breeze,Loss,4,13,12,16,1,0.75,-64,27,123,205,1,Sentinel
442,7,3,Diamond 1,11/4/2023,Cypher,Breeze,Loss,8,13,15,18,4,0.8333333333333334,-23,20,130,202,2,Sentinel
443,7,3,Diamond 1,11/4/2023,Killjoy,Ascent,Loss,8,13,13,15,5,0.8666666666666667,0,24,127,183,2,Sentinel
444,7,3,Diamond 1,11/4/2023,Cypher,Lotus,Win,13,11,24,15,6,1.6,74,31,189,280,1,Sentinel
445,7,3,Diamond 1,11/4/2023,Killjoy,Haven,Win,11,1,13,3,4,4.333333333333333,140,20,191,301,2,Sentinel
446,7,3,Diamond 1,11/4/2023,Cypher,Sunset,Loss,6,13,16,17,3,0.9411764705882353,26,25,183,272,2,Sentinel
447,7,3,Diamond 1,11/7/2023,Cypher,Breeze,Loss,6,13,11,18,1,0.6111111111111112,-49,24,116,174,3,Sentinel
448,7,3,Diamond 1,11/7/2023,Cypher,Breeze,Win,13,9,27,14,4,1.9285714285714286,82,39,204,334,1,Sentinel
449,7,3,Diamond 1,11/7/2023,Killjoy,Ascent,Loss,9,13,19,15,5,1.2666666666666666,25,16,159,250,2,Sentinel
450,7,3,Diamond 1,11/7/2023,Cypher,Sunset,Win,13,11,14,16,6,0.875,-18,32,108,162,4,Sentinel
451,7,3,Diamond 2,11/9/2023,Killjoy,Split,Win,13,7,15,10,7,1.5,58,21,168,233,3,Sentinel
452,7,3,Diamond 2,11/9/2023,Cypher,Sunset,Win,15,13,21,22,7,0.9545454545454546,13,27,139,230,2,Sentinel
453,7,3,Diamond 2,11/10/2023,Killjoy,Ascent,Loss,12,14,15,18,4,0.8333333333333334,-21,16,109,157,4,Sentinel
454,7,3,Diamond 2,11/10/2023,Cypher,Breeze,Win,13,9,23,15,4,1.5333333333333334,42,25,183,293,1,Sentinel
455,7,3,Diamond 2,11/11/2023,Cypher,Bind,Loss,9,13,10,15,5,0.6666666666666666,-40,21,80,107,4,Sentinel
456,7,3,Diamond 1,11/12/2023,Cypher,Lotus,Loss,1,13,6,14,4,0.42857142857142855,-68,29,101,144,4,Sentinel
457,7,3,Diamond 1,11/14/2023,Killjoy,Haven,Loss,11,13,15,18,4,0.8333333333333334,0,27,139,208,3,Sentinel
458,7,3,Diamond 1,11/15/2023,Cypher,Bind,Loss,9,13,17,16,5,1.0625,0,30,138,217,3,Sentinel
459,7,3,Diamond 1,11/16/2023,Killjoy,Haven,Loss,8,13,19,16,3,1.1875,28,26,184,261,1,Sentinel
460,7,3,Diamond 1,11/16/2023,Cypher,Split,Loss,11,13,11,19,8,0.5789473684210527,-17,15,132,168,4,Sentinel
461,7,3,Diamond 1,11/16/2023,Cypher,Breeze,Loss,9,13,14,15,2,0.9333333333333333,3,20,139,192,4,Sentinel
462,7,3,Platinum 3,11/16/2023,Cypher,Split,Loss,11,13,22,19,7,1.1578947368421053,27,26,172,283,1,Sentinel
463,7,3,Diamond 1,11/16/2023,Cypher,Lotus,Loss,11,13,24,16,11,1.5,30,17,168,281,2,Sentinel
464,7,3,Diamond 1,11/16/2023,Killjoy,Ascent,Win,13,10,15,17,6,0.8823529411764706,40,16,177,240,4,Sentinel
465,7,3,Diamond 1,11/18/2023,Killjoy,Haven,Win,15,13,26,16,3,1.625,67,17,177,271,1,Sentinel
466,7,3,Diamond 1,11/18/2023,Cypher,Lotus,Win,5,0,6,0,2,6.0,153,38,173,294,3,Sentinel
467,7,3,Diamond 1,11/18/2023,Cypher,Bind,Win,13,10,8,15,7,0.5333333333333333,-40,8,89,120,5,Sentinel
468,7,3,Diamond 1,11/18/2023,Cypher,Sunset,Loss,10,13,14,16,3,0.875,-10,22,123,173,4,Sentinel
469,7,3,Diamond 1,11/18/2023,Killjoy,Ascent,Win,13,5,21,8,4,2.625,115,13,203,316,1,Sentinel
470,7,3,Diamond 1,11/18/2023,Killjoy,Haven,Win,13,10,18,16,3,1.125,16,24,149,217,4,Sentinel
471,7,3,Diamond 1,11/19/2023,Cypher,Lotus,Loss,6,13,14,15,3,0.9333333333333333,2,36,150,225,1,Sentinel
472,7,3,Diamond 2,11/19/2023,Cypher,Sunset,Win,13,6,15,11,4,1.3636363636363635,25,26,123,206,4,Sentinel
473,7,3,Diamond 2,11/21/2023,Killjoy,Haven,Win,13,11,19,18,5,1.0555555555555556,6,19,158,240,2,Sentinel
474,7,3,Diamond 2,11/25/2023,Killjoy,Ascent,Win,13,10,14,14,2,1.0,-11,35,116,171,4,Sentinel
475,7,3,Diamond 2,11/25/2023,Cypher,Lotus,Loss,10,13,16,16,2,1.0,0,18,112,170,2,Sentinel
476,7,3,Diamond 1,11/25/2023,Killjoy,Ascent,Loss,8,13,14,15,6,0.9333333333333333,-4,27,152,228,2,Sentinel
477,7,3,Diamond 1,11/25/2023,Cypher,Bind,Loss,8,13,12,16,4,0.75,-26,21,111,147,4,Sentinel
478,7,3,Diamond 1,11/25/2023,Cypher,Breeze,Loss,10,13,16,14,4,1.1428571428571428,21,22,137,194,3,Sentinel
479,7,3,Diamond 1,11/25/2023,Cypher,Lotus,Loss,7,13,12,17,4,0.7058823529411765,-20,50,126,181,3,Sentinel
480,7,3,Diamond 1,11/25/2023,Cypher,Bind,Win,13,9,19,15,7,1.2666666666666666,-2,27,147,250,2,Sentinel
481,7,3,Diamond 1,11/28/2023,Cypher,Sunset,Loss,10,13,13,16,5,0.8125,-35,37,86,144,5,Sentinel
482,7,3,Diamond 1,11/28/2023,Killjoy,Ascent,Win,13,10,19,12,4,1.5833333333333333,40,12,140,222,3,Sentinel
483,7,3,Diamond 1,11/28/2023,Cypher,Bind,Win,13,4,15,11,2,1.3636363636363635,25,21,134,232,3,Sentinel
484,7,3,Diamond 1,11/28/2023,Killjoy,Ascent,Loss,9,13,17,16,2,1.0625,12,21,139,212,2,Sentinel
485,7,3,Diamond 2,11/29/2023,Cypher,Lotus,Win,14,12,15,17,11,0.8823529411764706,-2,25,122,173,4,Sentinel
486,7,3,Diamond 2,11/29/2023,Killjoy,Ascent,Win,13,6,19,12,2,1.5833333333333333,50,19,175,238,2,Sentinel
487,7,3,Diamond 1,12/1/2023,Killjoy,Split,Loss,11,13,11,15,4,0.7333333333333333,-9,8,110,152,5,Sentinel
488,7,3,Diamond 1,12/2/2023,Cypher,Breeze,Loss,4,13,13,14,2,0.9285714285714286,21,36,158,232,2,Sentinel
489,7,3,Diamond 1,12/2/2023,Cypher,Lotus,Loss,6,13,9,15,2,0.6,-37,20,97,149,3,Sentinel
490,7,3,Diamond 1,12/2/2023,Cypher,Sunset,Loss,12,14,28,18,4,1.5555555555555556,73,27,205,314,1,Sentinel
491,7,3,Diamond 1,12/3/2023,Cypher,Lotus,Win,13,4,9,9,4,1.0,-21,16,89,152,5,Sentinel
492,7,3,Diamond 2,12/3/2023,Killjoy,Ascent,Win,13,3,6,9,6,0.6666666666666666,0,5,100,144,5,Sentinel
493,7,3,Diamond 2,12/3/2023,Cypher,Breeze,Win,13,11,15,17,6,0.8823529411764706,-21,25,119,182,4,Sentinel
494,7,3,Diamond 2,12/4/2023,Cypher,Breeze,Win,13,6,22,9,3,2.4444444444444446,105,22,195,296,2,Sentinel
495,7,3,Diamond 2,12/4/2023,Cypher,Sunset,Win,13,4,13,7,6,1.8571428571428572,52,24,122,207,4,Sentinel
496,7,3,Diamond 2,12/5/2023,Cypher,Bind,Loss,10,13,18,14,2,1.2857142857142858,28,24,141,220,2,Sentinel
497,7,3,Diamond 2,12/5/2023,Killjoy,Split,Loss,8,13,16,16,4,1.0,17,14,152,228,2,Sentinel
498,7,3,Diamond 2,12/5/2023,Cypher,Bind,Loss,8,13,17,16,2,1.0625,24,18,157,247,1,Sentinel
499,7,3,Diamond 2,12/5/2023,Cypher,Lotus,Win,13,9,27,10,5,2.7,63,20,173,299,1,Sentinel
500,7,3,Diamond 2,12/7/2023,Killjoy,Haven,Loss,12,14,24,20,4,1.2,20,18,169,248,1,Sentinel
501,7,3,Diamond 2,12/7/2023,Cypher,Sunset,Loss,13,15,22,16,3,1.375,32,42,141,219,1,Sentinel
502,7,3,Diamond 2,12/7/2023,Killjoy,Ascent,Win,13,5,9,8,5,1.125,17,13,103,148,4,Sentinel
503,7,3,Diamond 2,12/7/2023,Killjoy,Split,Loss,9,13,20,15,3,1.3333333333333333,32,27,164,246,1,Sentinel
504,7,3,Diamond 2,12/8/2023,KAY/O,Bind,Loss,3,13,9,14,6,0.6428571428571429,-53,44,94,155,4,Initiator
505,7,3,Diamond 2,12/13/2023,Cypher,Haven,Win,13,5,16,10,2,1.6,45,28,144,230,2,Sentinel
506,7,3,Diamond 2,12/13/2023,Cypher,Ascent,Loss,8,13,10,18,3,0.5555555555555556,-54,17,81,135,4,Sentinel
507,7,3,Diamond 2,12/13/2023,Cypher,Bind,Loss,10,13,15,18,5,0.8333333333333334,-37,12,109,178,5,Sentinel
508,7,3,Diamond 2,12/18/2023,Cypher,Sunset,Win,13,10,14,12,3,1.1666666666666667,23,28,108,170,4,Sentinel
509,7,3,Diamond 2,12/19/2023,Cypher,Breeze,Win,16,14,34,17,3,2.0,80,40,200,299,1,Sentinel
510,7,3,Diamond 2,12/20/2023,Cypher,Breeze,Win,13,8,16,13,3,1.2307692307692308,11,15,119,180,3,Sentinel
511,7,3,Diamond 2,12/21/2023,Killjoy,Split,Loss,9,13,21,16,5,1.3125,31,23,161,254,2,Sentinel
512,7,3,Diamond 2,12/29/2023,Cypher,Lotus,Win,13,3,6,8,5,0.75,-37,6,66,103,4,Sentinel
513,7,3,Diamond 3,12/30/2023,Cypher,Ascent,Win,13,4,22,6,3,3.6666666666666665,123,26,202,330,1,Sentinel
514,7,3,Diamond 3,12/30/2023,Cypher,Sunset,Win,13,4,19,7,4,2.7142857142857144,94,28,179,284,2,Sentinel
515,7,3,Diamond 3,12/31/2023,Brimstone,Bind,Loss,8,13,12,15,10,0.8,-16,30,112,167,5,Controller
516,7,3,Diamond 3,1/1/2024,Cypher,Breeze,Win,13,6,25,11,3,2.272727272727273,99,21,209,335,1,Sentinel
517,7,3,Diamond 3,1/1/2024,Cypher,Ascent,Win,13,9,18,15,6,1.2,23,20,140,235,2,Sentinel
518,7,3,Diamond 3,1/2/2024,Cypher,Sunset,Loss,6,13,10,15,8,0.6666666666666666,20,15,145,190,4,Sentinel
519,7,3,Diamond 3,1/3/2024,Cypher,Bind,Win,13,7,10,9,5,1.1111111111111112,7,33,93,144,5,Sentinel
520,7,3,Diamond 3,1/3/2024,Cypher,Haven,Win,13,11,18,13,6,1.3846153846153846,48,36,150,211,3,Sentinel
521,7,3,Diamond 3,1/4/2024,Cypher,Lotus,Win,11,2,11,4,0,2.75,58,33,137,191,2,Sentinel
522,7,3,Diamond 3,1/4/2024,Cypher,Haven,Loss,8,13,9,17,4,0.5294117647058824,-70,19,72,119,5,Sentinel
523,7,3,Diamond 3,1/4/2024,Cypher,Breeze,Loss,2,13,6,13,2,0.46153846153846156,-41,38,102,137,3,Sentinel
524,7,3,Diamond 3,1/5/2024,Cypher,Breeze,Loss,10,13,19,16,4,1.1875,40,24,161,236,2,Sentinel
525,7,3,Diamond 3,1/6/2024,Cypher,Ascent,Loss,4,13,9,16,5,0.5625,-57,18,112,172,4,Sentinel
526,7,3,Diamond 3,1/6/2024,Cypher,Bind,Loss,8,13,17,14,6,1.2142857142857142,37,31,167,255,2,Sentinel
527,7,3,Diamond 3,1/6/2024,Cypher,Haven,Win,13,8,20,11,1,1.8181818181818181,47,40,156,245,2,Sentinel
528,7,3,Diamond 3,1/7/2024,Cypher,Split,Win,13,8,21,13,5,1.6153846153846154,48,20,167,263,1,Sentinel
529,7,3,Diamond 3,1/7/2024,Cypher,Split,Loss,11,13,17,20,7,0.85,-7,21,149,221,2,Sentinel
530,7,3,Diamond 3,1/7/2024,Cypher,Ascent,Win,13,8,11,10,11,1.1,-4,15,86,142,5,Sentinel
531,7,3,Diamond 3,1/7/2024,Cypher,Ascent,Loss,11,13,14,20,7,0.7,-43,11,114,169,4,Sentinel
532,7,3,Diamond 3,1/7/2024,Cypher,Breeze,Win,13,11,15,13,7,1.1538461538461537,36,30,128,184,5,Sentinel
533,7,3,Diamond 3,1/7/2024,Cypher,Bind,Loss,9,13,16,14,7,1.1428571428571428,13,20,135,217,2,Sentinel
534,7,3,Placement,1/7/2024,Cypher,Bind,Loss,12,14,9,22,3,0.4090909090909091,-98,20,58,96,5,Sentinel
535,8,1,Placement,1/12/2024,Cypher,Icebox,Loss,5,13,15,12,4,1.25,-3,16,121,222,1,Sentinel
536,8,1,Placement,1/13/2024,Cypher,Lotus,Loss,5,13,12,14,1,0.8571428571428571,-26,33,110,167,3,Sentinel
537,8,1,Placement,1/13/2024,Cypher,Split,Loss,11,13,17,18,8,0.9444444444444444,9,17,139,211,3,Sentinel
538,8,1,Placement,1/15/2024,Cypher,Sunset,Loss,9,13,11,17,8,0.6470588235294118,-28,29,108,168,4,Sentinel
539,8,1,Platinum 1,1/15/2024,Cypher,Bind,Loss,8,13,19,17,7,1.1176470588235294,42,26,180,260,2,Sentinel
540,8,1,Platinum 1,1/15/2024,Cypher,Bind,Loss,10,13,24,15,1,1.6,42,37,179,300,1,Sentinel
541,8,1,Platinum 1,1/19/2024,Cypher,Sunset,Win,14,12,19,18,5,1.0555555555555556,10,33,145,202,4,Sentinel
542,8,1,Platinum 1,1/19/2024,Cypher,Icebox,Loss,5,13,19,14,4,1.3571428571428572,40,35,180,280,1,Sentinel
543,8,1,Platinum 1,1/26/2024,Cypher,Lotus,Loss,7,13,16,15,4,1.0666666666666667,-14,27,132,223,1,Sentinel
544,8,1,Platinum 2,1/26/2024,Cypher,Sunset,Win,14,12,17,17,13,1.0,38,22,156,207,4,Sentinel
545,8,1,Platinum 2,1/26/2024,Cypher,Bind,Win,13,8,21,12,6,1.75,47,33,163,255,1,Sentinel
546,8,1,Platinum 2,1/27/2024,Cypher,Lotus,Loss,10,13,27,16,0,1.6875,73,34,210,319,1,Sentinel
547,8,1,Platinum 2,1/27/2024,Cypher,Icebox,Win,13,9,13,14,4,0.9285714285714286,-18,41,97,146,4,Sentinel
548,8,1,Platinum 2,2/2/2024,Cypher,Ascent,Loss,3,13,14,14,5,1.0,42,26,184,252,1,Sentinel
549,8,1,Platinum 2,2/2/2024,Cypher,Bind,Loss,9,13,22,15,5,1.4666666666666666,67,35,186,283,1,Sentinel
550,8,1,Platinum 2,2/2/2024,Cypher,Icebox,Win,13,5,18,7,4,2.5714285714285716,65,19,162,250,2,Sentinel
551,8,1,Platinum 2,2/2/2024,Cypher,Breeze,Win,13,3,11,8,7,1.375,57,17,133,190,4,Sentinel
552,8,1,Platinum 3,2/2/2024,Cypher,Lotus,Win,13,5,18,9,8,2.0,77,28,183,299,1,Sentinel
553,8,1,Platinum 3,2/2/2024,Cypher,Breeze,Win,13,7,19,12,1,1.5833333333333333,10,22,143,226,2,Sentinel
554,8,1,Platinum 2,2/3/2024,Cypher,Lotus,Loss,11,13,25,17,5,1.4705882352941178,56,25,191,278,1,Sentinel
555,8,1,Platinum 2,2/3/2024,Cypher,Ascent,Loss,8,13,18,15,7,1.2,51,30,185,269,2,Sentinel
556,8,1,Platinum 3,2/3/2024,Cypher,Icebox,Loss,9,13,19,15,3,1.2666666666666666,31,29,161,251,2,Sentinel
557,8,1,Platinum 3,2/3/2024,Cypher,Bind,Win,13,9,22,14,7,1.5714285714285714,32,28,162,267,2,Sentinel
558,8,1,Platinum 2,2/3/2024,Cypher,Split,Loss,10,13,21,17,6,1.2352941176470589,51,42,186,279,1,Sentinel
559,8,1,Platinum 3,2/3/2024,Cypher,Icebox,Loss,11,13,22,17,3,1.2941176470588236,17,40,151,239,1,Sentinel
560,8,1,Platinum 3,2/3/2024,Cypher,Split,Win,13,10,24,14,4,1.7142857142857142,37,28,170,269,1,Sentinel
561,8,1,Platinum 3,2/3/2024,Cypher,Ascent,Win,13,10,19,14,7,1.3571428571428572,41,37,148,231,2,Sentinel
562,8,1,Platinum 3,2/3/2024,Cypher,Sunset,Loss,11,13,16,17,7,0.9411764705882353,9,29,141,214,1,Sentinel
563,8,1,Platinum 3,2/3/2024,Cypher,Bind,Win,13,9,13,13,4,1.0,0,31,109,178,4,Sentinel
564,8,1,Platinum 3,2/3/2024,Cypher,Sunset,Win,13,9,12,16,3,0.75,-24,31,111,150,5,Sentinel
565,8,1,Platinum 3,2/4/2024,Cypher,Lotus,Win,13,10,7,14,5,0.5,-39,44,68,82,5,Sentinel
566,8,1,Diamond 1,2/4/2024,Cypher,Ascent,Win,13,8,20,11,4,1.8181818181818181,55,40,156,235,2,Sentinel
567,8,1,Diamond 1,2/4/2024,Cypher,Bind,Win,13,8,20,14,4,1.4285714285714286,39,27,167,255,3,Sentinel
568,8,1,Diamond 1,2/5/2024,Cypher,Ascent,Win,13,6,16,9,8,1.7777777777777777,43,40,137,216,4,Sentinel
569,8,1,Diamond 1,2/5/2024,Cypher,Split,Win,13,11,18,14,4,1.2857142857142858,10,18,132,214,3,Sentinel
570,8,1,Diamond 1,2/6/2024,Cypher,Sunset,Win,13,9,23,12,6,1.9166666666666667,91,46,187,282,1,Sentinel
571,8,1,Diamond 2,2/6/2024,Cypher,Lotus,Win,14,12,17,16,8,1.0625,23,29,133,193,4,Sentinel
572,8,1,Diamond 2,2/6/2024,Cypher,Icebox,Win,13,3,22,7,3,3.142857142857143,136,30,228,362,1,Sentinel
573,8,1,Diamond 2,2/7/2024,Cypher,Breeze,Win,13,6,17,9,6,1.8888888888888888,25,12,124,214,3,Sentinel
574,8,1,Diamond 2,2/7/2024,Cypher,Breeze,Win,13,8,20,12,4,1.6666666666666667,62,22,172,264,2,Sentinel
575,8,1,Diamond 2,2/9/2024,Cypher,Split,Win,13,2,15,6,0,2.5,42,27,145,237,2,Sentinel
576,8,1,Diamond 3,2/12/2024,Cypher,Split,Draw,15,15,18,18,5,1.0,-8,28,103,159,4,Sentinel
577,8,1,Diamond 3,2/13/2024,Cypher,Sunset,Win,13,11,14,17,3,0.8235294117647058,-25,22,111,155,4,Sentinel
578,8,1,Diamond 3,2/14/2024,Cypher,Ascent,Win,13,5,16,9,5,1.7777777777777777,43,24,132,241,3,Sentinel
579,8,1,Diamond 3,2/14/2024,Cypher,Sunset,Win,13,4,13,11,5,1.1818181818181819,34,33,142,222,3,Sentinel
580,8,1,Diamond 3,2/15/2024,Cypher,Ascent,Win,13,10,5,15,3,0.3333333333333333,-74,39,42,67,5,Sentinel
581,8,1,Diamond 3,2/15/2024,Cypher,Breeze,Win,13,5,22,12,4,1.8333333333333333,77,23,197,341,1,Sentinel
582,8,1,Diamond 3,2/16/2024,Killjoy,Icebox,Loss,2,13,7,13,2,0.5384615384615384,-69,28,103,147,3,Sentinel
583,8,1,Diamond 3,2/16/2024,Cypher,Split,Loss,8,13,16,17,7,0.9411764705882353,16,36,156,234,3,Sentinel
584,8,1,Diamond 3,2/16/2024,Cypher,Split,Loss,7,13,14,16,5,0.875,-2,39,140,194,4,Sentinel
585,8,1,Diamond 3,2/17/2024,Cypher,Ascent,Loss,12,14,21,16,4,1.3125,37,31,150,226,1,Sentinel
586,8,1,Diamond 3,2/17/2024,Cypher,Sunset,Win,13,8,17,11,7,1.5454545454545454,73,29,170,250,2,Sentinel
587,8,1,Diamond 3,2/17/2024,Killjoy,Icebox,Loss,8,13,16,17,2,0.9411764705882353,29,19,166,228,1,Sentinel
588,8,1,Diamond 3,2/17/2024,Cypher,Icebox,Loss,6,13,8,14,5,0.5714285714285714,-54,20,86,135,4,Sentinel
589,8,1,Diamond 3,2/25/2024,Cypher,Ascent,Win,13,11,15,15,11,1.0,-23,31,95,175,4,Sentinel
590,8,1,Diamond 3,2/25/2024,Cypher,Split,Loss,11,13,14,15,1,0.9333333333333333,13,39,111,163,4,Sentinel
591,8,1,Diamond 3,2/25/2024,Cypher,Lotus,Win,13,9,15,11,4,1.3636363636363635,47,29,131,200,3,Sentinel
592,8,1,Diamond 3,2/29/2024,Cypher,Sunset,Loss,6,13,22,14,4,1.5714285714285714,55,27,194,328,1,Sentinel
593,8,1,Diamond 3,2/29/2024,Cypher,Breeze,Loss,4,13,8,15,5,0.5333333333333333,-66,39,103,147,5,Sentinel
594,8,1,Diamond 3,2/29/2024,Cypher,Breeze,Win,13,9,15,15,3,1.0,-7,20,115,182,3,Sentinel
595,8,1,Diamond 3,2/29/2024,Cypher,Ascent,Loss,12,14,14,18,10,0.7777777777777778,-15,13,117,177,5,Sentinel
596,8,1,Diamond 3,2/29/2024,Cypher,Bind,Win,13,6,13,12,4,1.0833333333333333,17,26,138,196,3,Sentinel
597,8,1,Diamond 3,3/1/2024,Cypher,Bind,Win,13,4,14,9,1,1.5555555555555556,68,24,157,225,3,Sentinel
598,8,1,Diamond 3,3/1/2024,Cypher,Ascent,Win,13,10,24,13,2,1.8461538461538463,80,36,178,266,2,Sentinel
599,8,1,Diamond 3,3/2/2024,Cypher,Icebox,Loss,6,13,10,16,5,0.625,-53,26,100,171,3,Sentinel
600,8,1,Diamond 3,3/2/2024,Cypher,Sunset,Loss,11,13,18,19,8,0.9473684210526315,-1,30,139,224,1,Sentinel
601,8,1,Diamond 3,3/2/2024,Cypher,Ascent,Win,14,12,18,14,10,1.2857142857142858,10,15,128,187,3,Sentinel
602,8,1,Diamond 3,3/2/2024,Cypher,Split,Loss,10,13,16,17,1,0.9411764705882353,-17,28,116,178,4,Sentinel
603,8,1,Diamond 3,3/3/2024,Cypher,Bind,Win,13,10,15,14,5,1.0714285714285714,32,22,149,207,3,Sentinel
604,8,1,Diamond 3,3/3/2024,Cypher,Lotus,Win,13,10,14,15,8,0.9333333333333333,43,23,164,204,4,Sentinel
605,8,1,Diamond 3,3/3/2024,Cypher,Sunset,Win,13,5,14,8,6,1.75,55,15,145,204,4,Sentinel
606,8,1,Ascendant 1,3/3/2024,Cypher,Icebox,Win,13,1,3,7,2,0.42857142857142855,-30,6,52,80,5,Sentinel
607,8,1,Placement,3/3/2024,Cypher,Ascent,Win,13,10,17,15,13,1.1333333333333333,36,30,150,212,4,Sentinel
608,8,1,Diamond 3,3/4/2024,Cypher,Lotus,Loss,7,13,7,16,12,0.4375,49,24,92,133,5,Sentinel
609,8,2,Ascendant 1,3/5/2024,Cypher,Breeze,Loss,11,13,18,17,4,1.0588235294117647,22,14,133,226,2,Sentinel
610,8,2,Ascendant 1,3/7/2024,Cypher,Split,Win,13,10,19,15,7,1.2666666666666666,29,25,160,257,2,Sentinel
611,8,2,Ascendant 1,3/8/2024,Cypher,Bind,Win,13,11,12,16,3,0.75,-28,26,98,142,4,Sentinel
612,8,2,Ascendant 1,3/8/2024,Cypher,Split,Win,13,9,18,10,9,1.8,45,19,147,223,3,Sentinel
613,8,2,Ascendant 1,3/9/2024,Viper,Icebox,Draw,15,15,23,20,6,1.15,2,22,134,203,3,Controller
614,8,2,Ascendant 1,3/10/2024,Cypher,Ascent,Loss,12,14,13,19,6,0.6842105263157895,-11,25,122,157,5,Sentinel
615,8,2,Ascendant 1,3/10/2024,Cypher,Bind,Loss,10,13,15,18,4,0.8333333333333334,-24,30,125,184,4,Sentinel
616,8,2,Ascendant 1,3/10/2024,Cypher,Lotus,Win,15,13,22,16,5,1.375,30,21,145,232,2,Sentinel
617,8,2,Ascendant 1,3/11/2024,Cypher,Lotus,Loss,10,13,7,17,10,0.4117647058823529,-63,12,66,106,5,Sentinel
618,8,2,Ascendant 1,3/11/2024,Cypher,Breeze,Win,13,10,22,20,5,1.1,26,17,177,269,1,Sentinel
619,8,2,Ascendant 1,3/11/2024,Cypher,Split,Win,13,11,13,15,4,0.8666666666666667,-2,16,110,154,5,Sentinel
620,8,2,Ascendant 1,3/12/2024,Cypher,Bind,Win,13,10,11,15,10,0.7333333333333333,-14,24,102,161,4,Sentinel
621,8,2,Ascendant 1,3/13/2024,Cypher,Bind,Win,13,6,15,10,7,1.5,25,20,126,202,4,Sentinel
622,8,2,Ascendant 2,3/13/2024,Cypher,Ascent,Win,13,6,18,11,8,1.6363636363636365,48,16,170,261,2,Sentinel
623,8,2,Ascendant 2,3/14/2024,Cypher,Ascent,Win,15,13,12,20,6,0.6,-48,27,73,116,5,Sentinel
624,8,2,Ascendant 1,3/15/2024,Cypher,Split,Loss,7,13,7,18,3,0.3888888888888889,-75,12,86,119,5,Sentinel
