game_id,date,agent,map,outcome,round_wins,round_losses,kills,deaths,assists,kdr,acs,role,win,date_dt,smoothed_win_rate,games_played_as_agent,win_rate_agent_map_role,mean_acs_agent_map_role,mean_kdr_agent,recent_win_rate_agent
682,6/1/2024,Cypher,Ascent,Win,13,11,22,15,9,1.4666666666666666,251,Sentinel,1,2024-06-01,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.4
680,6/1/2024,Cypher,Bind,Loss,7,13,22,14,4,1.5714285714285714,297,Sentinel,0,2024-06-01,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.2
685,6/2/2024,Cypher,Breeze,Win,7,0,10,3,4,3.333333333333333,407,Sentinel,1,2024-06-02,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.4
683,6/2/2024,Cypher,Sunset,Loss,10,13,17,15,3,1.1333333333333333,187,Sentinel,0,2024-06-02,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.4
689,6/3/2024,Cypher,Ascent,Loss,7,13,15,17,4,0.8823529411764706,197,Sentinel,0,2024-06-03,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.4
688,6/3/2024,Cypher,Ascent,Loss,8,13,17,15,7,1.1333333333333333,260,Sentinel,0,2024-06-03,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.2
687,6/3/2024,Cypher,Split,Loss,5,13,15,14,3,1.0714285714285714,227,Sentinel,0,2024-06-03,0.5017196887696677,777,0.45161290322580644,204.58064516129033,1.2345552157991344,0.2
686,6/3/2024,Cypher,Sunset,Win,13,6,17,13,2,1.3076923076923077,252,Sentinel,1,2024-06-03,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.2
692,6/6/2024,Cypher,Breeze,Win,14,12,16,18,7,0.8888888888888888,177,Sentinel,1,2024-06-06,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.4
694,6/8/2024,Cypher,Ascent,Loss,10,13,22,16,6,1.375,270,Sentinel,0,2024-06-08,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.4
699,6/8/2024,Cypher,Breeze,Win,13,8,16,13,9,1.2307692307692308,214,Sentinel,1,2024-06-08,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.6
698,6/8/2024,Cypher,Bind,Win,13,11,20,14,6,1.4285714285714286,252,Sentinel,1,2024-06-08,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.8
696,6/8/2024,Cypher,Split,Win,13,9,22,15,3,1.4666666666666666,299,Sentinel,1,2024-06-08,0.5017196887696677,777,0.45161290322580644,204.58064516129033,1.2345552157991344,0.8
695,6/8/2024,Cypher,Bind,Win,13,6,23,8,6,2.875,306,Sentinel,1,2024-06-08,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.8
1796,6/8/2024,Cypher,Lotus,Win,8,7,3,4,2,0.75,1,Sentinel,1,2024-06-08,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,1.0
702,6/10/2024,Cypher,Breeze,Loss,4,13,10,14,1,0.7142857142857143,167,Sentinel,0,2024-06-10,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.8
704,6/10/2024,Cypher,Split,Loss,8,13,20,15,5,1.3333333333333333,248,Sentinel,0,2024-06-10,0.5017196887696677,777,0.45161290322580644,204.58064516129033,1.2345552157991344,0.6
703,6/10/2024,Cypher,Ascent,Loss,4,13,9,13,2,0.6923076923076923,172,Sentinel,0,2024-06-10,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.4
706,6/10/2024,Cypher,Bind,Loss,10,13,14,16,7,0.875,194,Sentinel,0,2024-06-10,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.2
707,6/11/2024,Cypher,Sunset,Win,13,10,24,12,3,2.0,277,Sentinel,1,2024-06-11,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.2
708,6/12/2024,Cypher,Haven,Win,13,11,18,14,4,1.2857142857142858,212,Sentinel,1,2024-06-12,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.4
709,6/12/2024,Cypher,Sunset,Win,5,1,3,2,2,1.5,134,Sentinel,1,2024-06-12,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.6
710,6/12/2024,Cypher,Lotus,Loss,8,13,18,16,6,1.125,282,Sentinel,0,2024-06-12,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.6
711,6/12/2024,Cypher,Ascent,Win,13,7,18,10,2,1.8,200,Sentinel,1,2024-06-12,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.8
713,6/13/2024,Cypher,Sunset,Win,14,12,22,15,4,1.4666666666666666,231,Sentinel,1,2024-06-13,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.8
712,6/13/2024,Cypher,Lotus,Loss,8,13,14,18,4,0.7777777777777778,173,Sentinel,0,2024-06-13,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.6
714,6/13/2024,Cypher,Bind,Win,13,9,17,15,9,1.1333333333333333,214,Sentinel,1,2024-06-13,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.6
715,6/13/2024,Cypher,Sunset,Win,13,4,22,7,6,3.142857142857143,352,Sentinel,1,2024-06-13,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.8
718,6/14/2024,Cypher,Haven,Loss,2,13,5,14,3,0.3571428571428571,126,Sentinel,0,2024-06-14,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.6
717,6/14/2024,Cypher,Haven,Win,13,7,8,14,3,0.5714285714285714,131,Sentinel,1,2024-06-14,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.6
719,6/20/2024,Cypher,Bind,Win,13,4,10,7,5,1.4285714285714286,154,Sentinel,1,2024-06-20,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.8
720,6/21/2024,Cypher,Sunset,Loss,6,13,10,15,3,0.6666666666666666,149,Sentinel,0,2024-06-21,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.6
722,6/22/2024,Cypher,Sunset,Loss,6,13,13,17,2,0.7647058823529411,222,Sentinel,0,2024-06-22,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.4
726,6/22/2024,Cypher,Sunset,Win,13,11,19,17,4,1.1176470588235294,234,Sentinel,1,2024-06-22,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.6
728,6/22/2024,Cypher,Lotus,Loss,11,13,9,19,5,0.4736842105263157,114,Sentinel,0,2024-06-22,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.4
723,6/22/2024,Cypher,Sunset,Win,13,9,12,17,3,0.7058823529411765,146,Sentinel,1,2024-06-22,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.4
729,6/22/2024,Cypher,Ascent,Loss,11,13,20,19,8,1.0526315789473684,245,Sentinel,0,2024-06-22,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.4
724,6/22/2024,Cypher,Lotus,Loss,1,13,7,14,4,0.5,166,Sentinel,0,2024-06-22,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.4
725,6/22/2024,Cypher,Icebox,Loss,11,13,15,17,4,0.8823529411764706,176,Sentinel,0,2024-06-22,0.5017196887696677,777,0.4074074074074074,189.14814814814815,1.2345552157991344,0.2
727,6/22/2024,Cypher,Icebox,Win,14,12,26,13,3,2.0,278,Sentinel,1,2024-06-22,0.5017196887696677,777,0.4074074074074074,189.14814814814815,1.2345552157991344,0.4
721,6/22/2024,Cypher,Ascent,Win,13,6,17,9,0,1.8888888888888888,216,Sentinel,1,2024-06-22,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.4
733,6/23/2024,Cypher,Lotus,Win,13,9,24,13,4,1.8461538461538465,285,Sentinel,1,2024-06-23,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.6
732,6/23/2024,Cypher,Ascent,Win,13,7,19,11,3,1.7272727272727273,266,Sentinel,1,2024-06-23,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.8
730,6/23/2024,Cypher,Bind,Loss,11,13,13,17,3,0.7647058823529411,150,Sentinel,0,2024-06-23,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.8
731,6/23/2024,Cypher,Haven,Win,13,9,17,16,5,1.0625,222,Sentinel,1,2024-06-23,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.8
736,6/24/2024,Cypher,Haven,Loss,9,13,14,13,1,1.0769230769230769,160,Sentinel,0,2024-06-24,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.6
735,6/24/2024,Cypher,Icebox,Loss,9,13,25,13,2,1.9230769230769231,318,Sentinel,0,2024-06-24,0.5017196887696677,777,0.4074074074074074,189.14814814814815,1.2345552157991344,0.4
734,6/24/2024,Cypher,Icebox,Loss,11,13,17,14,4,1.2142857142857142,181,Sentinel,0,2024-06-24,0.5017196887696677,777,0.4074074074074074,189.14814814814815,1.2345552157991344,0.2
740,6/25/2024,Cypher,Ascent,Win,13,10,17,15,7,1.1333333333333333,223,Sentinel,1,2024-06-25,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.4
737,6/25/2024,Cypher,Sunset,Win,13,6,19,7,5,2.7142857142857144,272,Sentinel,1,2024-06-25,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.4
739,6/25/2024,Cypher,Ascent,Win,13,11,17,14,3,1.2142857142857142,185,Sentinel,1,2024-06-25,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.6
741,6/25/2024,Cypher,Bind,Win,13,10,22,15,4,1.4666666666666666,263,Sentinel,1,2024-06-25,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.8
742,6/25/2024,Cypher,Ascent,Loss,8,13,15,16,3,0.9375,235,Sentinel,0,2024-06-25,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.8
738,6/25/2024,Cypher,Bind,Win,13,8,12,12,2,1.0,154,Sentinel,1,2024-06-25,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.8
744,6/26/2024,Cypher,Lotus,Loss,10,13,23,15,10,1.5333333333333334,280,Sentinel,0,2024-06-26,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.6
745,6/26/2024,Cypher,Haven,Win,14,12,20,21,9,0.9523809523809524,218,Sentinel,1,2024-06-26,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.6
746,6/26/2024,Cypher,Abyss,Win,13,9,15,13,3,1.1538461538461535,190,Sentinel,1,2024-06-26,0.5017196887696677,777,0.675,204.625,1.2345552157991344,0.6
747,6/26/2024,Cypher,Bind,Loss,9,13,16,18,5,0.8888888888888888,206,Sentinel,0,2024-06-26,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.6
743,6/26/2024,Cypher,Abyss,Win,13,5,9,8,5,1.125,147,Sentinel,1,2024-06-26,0.5017196887696677,777,0.675,204.625,1.2345552157991344,0.6
749,6/27/2024,Cypher,Bind,Draw,15,15,35,21,4,1.6666666666666667,311,Sentinel,0,2024-06-27,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.6
748,6/27/2024,Cypher,Lotus,Loss,11,13,21,14,3,1.5,254,Sentinel,0,2024-06-27,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.4
750,7/1/2024,Cypher,Icebox,Loss,5,13,11,15,1,0.7333333333333333,194,Sentinel,0,2024-07-01,0.5017196887696677,777,0.4074074074074074,189.14814814814815,1.2345552157991344,0.2
752,7/5/2024,Cypher,Abyss,Win,13,6,19,10,9,1.9,285,Sentinel,1,2024-07-05,0.5017196887696677,777,0.675,204.625,1.2345552157991344,0.4
751,7/5/2024,Cypher,Ascent,Loss,1,13,9,13,1,0.6923076923076923,170,Sentinel,0,2024-07-05,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.2
753,7/6/2024,Cypher,Haven,Win,13,5,16,10,3,1.6,214,Sentinel,1,2024-07-06,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.4
755,7/7/2024,Cypher,Sunset,Win,13,1,12,3,7,4.0,226,Sentinel,1,2024-07-07,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.6
754,7/7/2024,Cypher,Lotus,Win,14,12,24,18,6,1.3333333333333333,269,Sentinel,1,2024-07-07,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.8
757,7/8/2024,Cypher,Icebox,Loss,4,13,6,13,5,0.4615384615384615,134,Sentinel,0,2024-07-08,0.5017196887696677,777,0.4074074074074074,189.14814814814815,1.2345552157991344,0.6
756,7/8/2024,Cypher,Icebox,Loss,11,13,16,15,6,1.0666666666666669,165,Sentinel,0,2024-07-08,0.5017196887696677,777,0.4074074074074074,189.14814814814815,1.2345552157991344,0.6
758,7/8/2024,Cypher,Sunset,Win,13,1,14,5,3,2.8,203,Sentinel,1,2024-07-08,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.6
759,7/8/2024,Cypher,Bind,Loss,6,13,15,14,4,1.0714285714285714,216,Sentinel,0,2024-07-08,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.4
761,7/20/2024,Cypher,Lotus,Win,13,11,21,14,4,1.5,226,Sentinel,1,2024-07-20,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.4
760,7/20/2024,Cypher,Haven,Win,14,12,20,16,6,1.25,205,Sentinel,1,2024-07-20,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.6
764,7/21/2024,Cypher,Haven,Loss,8,13,8,18,2,0.4444444444444444,106,Sentinel,0,2024-07-21,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.6
763,7/21/2024,Cypher,Haven,Loss,10,13,15,18,2,0.8333333333333334,197,Sentinel,0,2024-07-21,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.4
762,7/21/2024,Cypher,Abyss,Win,13,10,19,16,7,1.1875,226,Sentinel,1,2024-07-21,0.5017196887696677,777,0.675,204.625,1.2345552157991344,0.6
765,7/22/2024,Cypher,Bind,Loss,11,13,19,19,7,1.0,244,Sentinel,0,2024-07-22,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.4
766,7/22/2024,Cypher,Abyss,Win,13,7,17,11,1,1.5454545454545454,232,Sentinel,1,2024-07-22,0.5017196887696677,777,0.675,204.625,1.2345552157991344,0.4
767,7/23/2024,Cypher,Icebox,Win,13,10,15,17,7,0.8823529411764706,206,Sentinel,1,2024-07-23,0.5017196887696677,777,0.4074074074074074,189.14814814814815,1.2345552157991344,0.6
1213,7/23/2024,Cypher,Lotus,Draw,4,4,9,4,2,2.25,234,Sentinel,0,2024-07-23,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.6
768,7/23/2024,Cypher,Icebox,Win,14,12,10,19,4,0.5263157894736842,113,Sentinel,1,2024-07-23,0.5017196887696677,777,0.4074074074074074,189.14814814814815,1.2345552157991344,0.6
770,7/24/2024,Cypher,Haven,Loss,12,14,21,18,5,1.1666666666666667,258,Sentinel,0,2024-07-24,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.6
769,7/24/2024,Cypher,Ascent,Win,13,8,16,13,5,1.2307692307692308,196,Sentinel,1,2024-07-24,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.6
771,7/24/2024,Cypher,Sunset,Loss,5,13,8,15,3,0.5333333333333333,133,Sentinel,0,2024-07-24,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.4
772,7/25/2024,Cypher,Bind,Loss,10,13,19,15,4,1.2666666666666666,216,Sentinel,0,2024-07-25,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.4
773,7/25/2024,Cypher,Sunset,Loss,11,13,8,16,3,0.5,92,Sentinel,0,2024-07-25,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.2
774,7/26/2024,Cypher,Ascent,Win,13,8,20,10,3,2.0,248,Sentinel,1,2024-07-26,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.4
775,7/26/2024,Cypher,Lotus,Win,13,10,22,14,5,1.5714285714285714,262,Sentinel,1,2024-07-26,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.4
776,7/27/2024,Cypher,Abyss,Win,14,12,22,17,10,1.2941176470588236,251,Sentinel,1,2024-07-27,0.5017196887696677,777,0.675,204.625,1.2345552157991344,0.6
779,7/29/2024,Cypher,Bind,Loss,7,13,10,15,3,0.6666666666666666,148,Sentinel,0,2024-07-29,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.6
778,7/29/2024,Cypher,Abyss,Loss,4,13,16,15,2,1.0666666666666669,281,Sentinel,0,2024-07-29,0.5017196887696677,777,0.675,204.625,1.2345552157991344,0.6
1155,7/29/2024,Cypher,Icebox,Win,9,1,17,4,10,4.25,232,Sentinel,1,2024-07-29,0.5017196887696677,777,0.4074074074074074,189.14814814814815,1.2345552157991344,0.6
1954,7/30/2024,Cypher,Abyss,Draw,7,7,13,6,6,2.1666666666666665,160,Sentinel,0,2024-07-30,0.5017196887696677,777,0.675,204.625,1.2345552157991344,0.4
781,7/30/2024,Cypher,Haven,Win,13,8,18,13,6,1.3846153846153846,235,Sentinel,1,2024-07-30,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.4
780,7/30/2024,Cypher,Ascent,Loss,10,13,17,16,8,1.0625,229,Sentinel,0,2024-07-30,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.4
1484,7/30/2024,Cypher,Sunset,Win,9,0,5,5,1,1.0,67,Sentinel,1,2024-07-30,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.6
784,7/31/2024,Cypher,Abyss,Win,13,2,10,7,0,1.4285714285714286,156,Sentinel,1,2024-07-31,0.5017196887696677,777,0.675,204.625,1.2345552157991344,0.6
783,7/31/2024,Cypher,Haven,Loss,11,13,25,16,2,1.5625,286,Sentinel,0,2024-07-31,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.6
786,8/2/2024,Cypher,Abyss,Loss,12,14,12,17,11,0.7058823529411765,167,Sentinel,0,2024-08-02,0.5017196887696677,777,0.675,204.625,1.2345552157991344,0.4
1286,8/2/2024,Cypher,Breeze,Draw,9,9,15,15,7,1.0,26,Sentinel,0,2024-08-02,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.4
785,8/2/2024,Cypher,Bind,Win,14,12,21,16,3,1.3125,214,Sentinel,1,2024-08-02,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.4
789,8/3/2024,Cypher,Sunset,Draw,15,15,19,20,7,0.95,181,Sentinel,0,2024-08-03,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.2
788,8/3/2024,Cypher,Ascent,Loss,10,13,10,17,7,0.5882352941176471,153,Sentinel,0,2024-08-03,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.2
793,8/4/2024,Cypher,Lotus,Loss,9,13,19,17,5,1.1176470588235294,255,Sentinel,0,2024-08-04,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.2
791,8/4/2024,Cypher,Haven,Loss,7,13,11,16,5,0.6875,149,Sentinel,0,2024-08-04,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.2
792,8/4/2024,Cypher,Haven,Loss,5,13,11,13,2,0.8461538461538461,168,Sentinel,0,2024-08-04,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.0
794,8/4/2024,Cypher,Ascent,Loss,12,14,20,16,4,1.25,215,Sentinel,0,2024-08-04,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.0
1365,8/4/2024,Cypher,Lotus,Draw,1,1,13,14,3,0.9285714285714286,168,Sentinel,0,2024-08-04,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.0
790,8/4/2024,Cypher,Ascent,Win,13,10,15,14,9,1.0714285714285714,181,Sentinel,1,2024-08-04,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.2
795,8/5/2024,Cypher,Ascent,Win,13,9,22,12,6,1.8333333333333333,277,Sentinel,1,2024-08-05,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.4
796,8/5/2024,Cypher,Lotus,Win,14,12,22,14,7,1.5714285714285714,228,Sentinel,1,2024-08-05,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.6
797,8/6/2024,Cypher,Sunset,Loss,10,13,15,14,2,1.0714285714285714,181,Sentinel,0,2024-08-06,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.6
798,8/6/2024,Cypher,Lotus,Win,13,7,13,13,4,1.0,184,Sentinel,1,2024-08-06,0.5017196887696677,777,0.5083333333333333,212.3,1.2345552157991344,0.8
799,8/6/2024,Cypher,Sunset,Loss,8,13,16,17,4,0.9411764705882352,226,Sentinel,0,2024-08-06,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.6
800,8/6/2024,Cypher,Bind,Win,13,5,21,8,5,2.625,297,Sentinel,1,2024-08-06,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.6
801,8/7/2024,Cypher,Abyss,Win,13,10,15,13,7,1.1538461538461535,183,Sentinel,1,2024-08-07,0.5017196887696677,777,0.675,204.625,1.2345552157991344,0.6
802,8/7/2024,Cypher,Abyss,Win,13,9,23,11,7,2.090909090909091,287,Sentinel,1,2024-08-07,0.5017196887696677,777,0.675,204.625,1.2345552157991344,0.8
804,8/7/2024,Cypher,Bind,Win,13,8,25,12,4,2.083333333333333,298,Sentinel,1,2024-08-07,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.8
805,8/7/2024,Cypher,Sunset,Loss,3,13,8,14,2,0.5714285714285714,149,Sentinel,0,2024-08-07,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.8
806,8/7/2024,Cypher,Haven,Win,13,5,9,11,10,0.8181818181818182,182,Sentinel,1,2024-08-07,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.8
808,8/7/2024,Cypher,Ascent,Win,13,11,12,16,8,0.75,146,Sentinel,1,2024-08-07,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.8
810,8/8/2024,Cypher,Abyss,Win,13,11,17,15,2,1.1333333333333333,178,Sentinel,1,2024-08-08,0.5017196887696677,777,0.675,204.625,1.2345552157991344,0.8
814,8/9/2024,Cypher,Sunset,Win,13,4,16,7,4,2.2857142857142856,237,Sentinel,1,2024-08-09,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.8
813,8/9/2024,Cypher,Ascent,Loss,12,14,18,18,8,1.0,194,Sentinel,0,2024-08-09,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.8
815,8/10/2024,Cypher,Haven,Win,13,4,10,7,3,1.4285714285714286,131,Sentinel,1,2024-08-10,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.8
1606,8/11/2024,Cypher,Breeze,Loss,8,9,4,18,4,0.2222222222222222,282,Sentinel,0,2024-08-11,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.6
1367,8/11/2024,Cypher,Breeze,Win,9,2,15,15,8,1.0,84,Sentinel,1,2024-08-11,0.5017196887696677,777,0.5625,215.75,1.2345552157991344,0.6
817,8/11/2024,Cypher,Haven,Loss,0,13,3,13,5,0.2307692307692307,115,Sentinel,0,2024-08-11,0.5017196887696677,777,0.45,196.55,1.2345552157991344,0.4
819,8/11/2024,Cypher,Bind,Loss,7,13,9,17,4,0.5294117647058824,136,Sentinel,0,2024-08-11,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.4
821,8/12/2024,Cypher,Bind,Loss,7,13,11,14,3,0.7857142857142857,157,Sentinel,0,2024-08-12,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.2
826,8/13/2024,Cypher,Sunset,Loss,11,13,16,19,3,0.8421052631578947,180,Sentinel,0,2024-08-13,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.2
822,8/13/2024,Cypher,Abyss,Loss,3,13,13,13,2,1.0,210,Sentinel,0,2024-08-13,0.5017196887696677,777,0.675,204.625,1.2345552157991344,0.0
834,8/14/2024,Cypher,Ascent,Loss,8,13,12,16,6,0.75,169,Sentinel,0,2024-08-14,0.5017196887696677,777,0.5151515151515151,194.22222222222223,1.2345552157991344,0.0
831,8/14/2024,Cypher,Sunset,Loss,13,15,18,20,9,0.9,202,Sentinel,0,2024-08-14,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.0
833,8/14/2024,Cypher,Abyss,Loss,14,16,33,17,5,1.9411764705882355,307,Sentinel,0,2024-08-14,0.5017196887696677,777,0.675,204.625,1.2345552157991344,0.0
829,8/14/2024,Cypher,Bind,Loss,11,13,17,16,3,1.0625,206,Sentinel,0,2024-08-14,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.0
827,8/14/2024,Cypher,Abyss,Win,13,11,20,16,3,1.25,227,Sentinel,1,2024-08-14,0.5017196887696677,777,0.675,204.625,1.2345552157991344,0.2
830,8/14/2024,Cypher,Bind,Loss,11,13,22,13,2,1.6923076923076923,234,Sentinel,0,2024-08-14,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.2
835,8/15/2024,Cypher,Abyss,Win,13,9,18,13,3,1.3846153846153846,218,Sentinel,1,2024-08-15,0.5017196887696677,777,0.675,204.625,1.2345552157991344,0.4
1915,8/15/2024,Cypher,Bind,Loss,0,15,4,10,6,0.4,213,Sentinel,0,2024-08-15,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.4
842,8/16/2024,Cypher,Bind,Win,13,7,12,15,7,0.8,177,Sentinel,1,2024-08-16,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.6
845,8/17/2024,Cypher,Sunset,Win,13,5,16,8,3,2.0,241,Sentinel,1,2024-08-17,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.6
849,8/18/2024,Cypher,Bind,Loss,5,13,5,16,3,0.3125,94,Sentinel,0,2024-08-18,0.5017196887696677,777,0.4755244755244755,203.34965034965035,1.2345552157991344,0.6
852,8/19/2024,Cypher,Abyss,Win,13,6,19,11,2,1.7272727272727273,262,Sentinel,1,2024-08-19,0.5017196887696677,777,0.675,204.625,1.2345552157991344,0.6
850,8/19/2024,Cypher,Sunset,Loss,10,13,21,15,4,1.4,232,Sentinel,0,2024-08-19,0.5017196887696677,777,0.4827586206896552,203.95402298850576,1.2345552157991344,0.6
853,8/20/2024,Cypher,Abyss,Win,13,11,14,18,4,0.7777777777777778,169,Sentinel,1,2024-08-20,0.5017196887696677,777,0.675,204.625,1.2345552157991344,0.6
